Review,Star
"Mohon pak Walikota d permudah dong, saya untuk mengurus Akte Lahir anak saya dan KK.
TRIMAKASIH",1 bintang
Nomor Whatsapp Sobat Dukcapil Kota Tangerang sulit dihubungi,2 bintang
"Gimana ini kerjanya..?? Masa untuk pembuatan kk harus bolak balik sana sini. Harus lebih teliti lagi pak/bu kerjanya. Saya buat kk di capil untuk pengambilannya di suruh ke kecamatan, tiga kali saya ke kecamatan ternyata kata mereka data …",1 bintang
"untuk layanan online sangat sangat kurang respon, pesan masuk tapi tak kunjung di baca dan tidah di bantu, kecewa .",2 bintang
Orang orang nya pada dimana ya di telpon belasan kali ga diangkat angkat ..knp jaringan internetnya selalu offline,1 bintang
"Pelayanan bagus, ramah walau memang sangat ramai sampai beberapa kali datang selalu kehabisan tiket antrian 😭",5 bintang
"Jelek sekali pelayanan nya ngga ramah,masa di kota bandung bisa legalisir akta lahiran tanpa pakai surat rekomendasi dari TEMPAT LAHIR
Satpam nya ngga ramah ,muka nya seram
Kota bandung pelayanan nya ramah banget berbeda dengan disini yang ngotot dengan Kata NGGA BISA !NGGA BISA!",1 bintang
Pelayanan prima...cepat..tepat..,4 bintang
"Pelayanan sangat buruk. Beberapa kali bolak balik hanya untuk bikin surat numpang nikah. Dokumen di drop hari selasa. Pengambilan disuruh di hari kamis pagi. Kamis datang surat belum selesai, dengan alasan masi penomoran. Menunggu 2 jam hanya utk mengambil surat numpang nikah.",1 bintang
3 tahun ktp ga jadi jadi. Pas ditanya langsung dihadang dan bilang blm jadi. Tanpa ada alasan yg jelas,1 bintang
"Hari ini pelayanannya bagus, gak begitu ramai, kesini buat bikin Surat pindah, datang ambil nomor antrian, 20 mnt menunggu, 5 menit proses...selesai
Bintang 4 krn susah senyuman",4 bintang
"Tidak profesional, aktifin KK saja nunggu seminggu, apakah buat KK ga langsung diaktifin gitu namanya",1 bintang
"Mohon update website dukcapil tangerang. sekarang sudah digital, kenapa masih sangat konvensional dengan tidak adanya info terkini melalui website.
Tidak tersedia layanan pengaduan online, no. hp/telp khusus pengaduan",1 bintang
"Masih harus banyak perbaikan,dalam pelayanan bagi masyarakat,,,mohon Bapak walikota mendengar keluhan rakyatnya dalam permasalahan di Dinas kependudukan dan Pencatatan sipil,,antrian bisa berjam jam,nomor antrian tidak jelas,waktu makan …",1 bintang
banyak petugas kecamatan justru memainkan data...meminta uang untuk setiap pembuatan ktp atau kk... bahkan untuk kk palsu dan ktp palsu,1 bintang
"3 hari nlpn ngk ada yg angkat, data kk kk di janjiin 2x24jam sudah terdaftar tpi msih aja blm, bantu lah saya menaro harapaan dsni untuk dftar cpns.trimakasih",1 bintang
"Oi kampret knapa data kependudukan w ngaco semua, gara2 PNS males asal-asalan gua jadi gk bisa ikut CPNS 2 kali",1 bintang
"udah setaun ktp kota tangerang gajadi2, alemong tiap hari bawa resi.",3 bintang
Kalau kk dan akte rusak bisa di bikin lagi apa syarat nya?,5 bintang
Payah pelayanannya kurang efektif. Buruk sekali pelayanannya dan lambat prosesnya. Gak kaya di jakarta cepat. Padahal saya dari jakarta mau pindah jdi warga tangerang. Sangat sulit padahal sudah ada surat pindah dari dinas kependudukan …,1 bintang
"Untuk pelayanan, kantor layanan publik satu ini ga selayaknya dpt bintang apa2 skalipun bintang *.
Pertama dateng udh dilayani oleh security yg arogan.
Nama saya jelas2 tertera di KK, mau urus akte keponakan baru lahir sekaligus update kk, …",1 bintang
"Parah,saya mau bikin akte aj di persulit dgn alasan yg ga jls sampe 1 bln!!!!! Ini kantor kudu di laporin,bikin akte org aj sampe salah",1 bintang
"Datang jam setengah sembilan pagi, sdh dpt antrian no. 140an, yg dipanggil baru antrian no. 14. Ini setelah 1 jam, antrian no.95. Lumayanlah daripada dulu dtg jam 7 antriannya sdh 500.",2 bintang
"Min mau tanya,
Kartu keluarga saya lebak Banten
Anak saya lahiran di tangerang kota,
Itu kira2 bisa bikin akte di capil tangerang kita ga yah,",5 bintang
"Pelayanan nya buruk jutek orang-orangnya, antrian nya lama bgt karena konternya sedikit, mungkin harus dirubah system nya supaya masyarakat merasa nyaman, dan fasilitas nya kurang memadai ruangan panas, trs kursi nya juga kurang banyak, ruangan nya pun sempit... buruk!!",1 bintang
Proses pembuatan akte kelahiran online brpa hari padahal udh brhasil .,3 bintang
ruwet urusan bginian kirain di sini lbh mudah malah makin ruwet .. calo menawarkan jasa duduk manis .. jelas calo lbh laku,1 bintang
"Mohon dibantu layanan di percepat,  jam masuk kerja diperhatikan",2 bintang
saya bikin kk tapi tidak terdaptar nmer nik nya bagai mna ini,1 bintang
"Sangat kurang baik pelayanan. Sekali"" jowoi tu juga sidak kantor"" jgn blusukannya kr sawah"" doank",1 bintang
"pelayanannya BURUK dari satpam nya sampai pegawainya,,di tanya malah jawabnya jutek dan marah"",,
dan pelayananya lelet untuk upgrade ktp nya,
buat apa di kasih kertas sementara oenfanti upgrade ktp kalo gak bisa di gunakan bikin buku rekening dan klaim jamsostek...
payah",1 bintang
"Salah satu sarana utk membuang waktu yg paling efektif bagi warga Kab.Tangerang! Selamat datang!
Anda butuh E-KTP? Tunggu waktu bertahun-tahun!
Anda mau dilayani? Antri dan terus berharap!
Anda mengambil cuti hanya utk mengambil E-KTP? …",1 bintang
Tolong agar karyawan lebih ramah lagi dalam melayani para pengunjung yang ingin buat akta/KK/KTP terutama pada security,1 bintang
Sekarang tinggal online datang langsung ambil berkas,5 bintang
No online tidak ada respone,2 bintang
"Tolong ditingkatkan pelayanannya, jangan yg seharusnya Mudah jadi dipersulit, kasihan warga apalagi yg bawa anak kecil, Jauh2 dateng sia2, kalo memang kurang syaratnya, mohon diberi penjelasan yg sejelas2nya atau klo perlu diberi catatan …",1 bintang
"Selama ini urus apa2 cepat dan pelayannya bagus.knpa yg satu ini datang dr jam 8 pagi, dpt nmr antriannya 51.hanya minta resi saja masa harus nunggu jam 1 siang stelah istiraht baru dipanggil.
Smentara Jam 10 siang dipanggil nmr antrian 50.
Slma itukh kita menunggu ?
Buknnya melayani mlh mondar mndir kluar Merokok.",1 bintang
"Saran utk yg baru pertama kesini :
1. Survey lokasi. Tempat strategis tp salah ambil jalan, putar baliknya jauh.
2. Disediakan papan alur proses dokumen di lobby. Baik dokumen apa aja yg disiapkan, maupun proses dan kapan selesainya. Mohon …",3 bintang
"Kinerjany  sy jujur kurang bagus,masa NIK KTP sy double nama.
Dan saya jd susah klo buat BPJS kesehatan.",1 bintang
"gabisa cetak E-KTP daerah rantau. Aneh, pdhal di internet dikatakn udah bisa mulai 1 april 2016 kemaren",1 bintang
Ngurus ktp aja lama mohon ditindak lanjuti gmna ini sedangkan saya membutuhkan ktp.  Di telpon juga gx pernah diangkat.  Aneh buat apa ada telepon,1 bintang
"Kesalahan pegwainya atas penulisan jenis kelamin, seharusnya pembuatan akte+KK jadi maksimal 3 hari.jd nunggu 2 Minggu kerja.ga responsible pegwainya, lempar-lemparan tanggung jawab.. tolong dong untuk pegawai di semua loket dibriefing dulu …",1 bintang
"Saya bener2 muak deh pelayannanya kacau abisss!
Saya nunggu ktpdari yg hanya 14 hari, eh skrg malah sampe 3minggu.. entah nanti bisa bisa sebulan. Jadi 2minggu+ 3mingggu = sebulan! Gilaaa payaahh! Mana kmren antrisnnya didiscapilnya parah bangetttt! KECEWA",1 bintang
"lokasi di puspem, antrian gk teratur, petugasnya kurang ramah.. mau bikin surat pindah suruh nunggu hari jumat, trus ntar hari jumat suruh nunggu jadi nya kpan gitu ? gimana sih ada yg punya pengalaman yg sama gk?",1 bintang
Ini parah sekaliii pelayanannya. Lebih baik pelayanan di kecamatan lbh tertib. Disini kaya di pasar. Panggil no antrian aja masa manual. Ruang tunggu diluar. Area pelayanan sempit sekali. Harus diperbaiki nih sistemnya. Pelayan jg gak ramah. Satpamnya jg judes,1 bintang
Perbarui KK,4 bintang
Banyak2 istigfar menghadapi para petugasnya biar gak ikutan jutek kaya mereka....,1 bintang
kemarin kesana katanya pindah kantor nya ? info yg di dpt dkt walikota tangerang tp muter2 dsna dan tny2 dsna ga da yg tahu dimana. ada yg bsa bantu jawab ?,3 bintang
False map. ( Salah peta ) search gedung ketenargakerjaan selain ini,1 bintang
"Masa anak pkl 2bln ga di kasih apa"" pelit banget pnsnya, padahal anak pkl sangat membantu . Jankan uang makan seribu aja ga di kasih",1 bintang
"Saya warga negara Indonesia yang bertempat  tinggal di luar negri. Untuk satu dan lain hal saya memerlukan dokumen yang dikeluarkan oleh instansi pemerintah yang satu ini, tapi website mereka tidak memaparkan dengan jelas, ketentuan2 dan …",1 bintang
kalau mau bikin akte & kk & kia sebaiknya jangan di capil tapi ke gedung perizinan di puspem.,3 bintang
"Datengnya harus pagi-pagi. Nyampe sini jam 07:05 buat ngurus kependudukan, udh antrian 44 aja. Prtama isi buku tulis manual nama dan nomor ssuai kedatangan. Nanti dipanggilin lagi buat kasih nomor antrian. Melelahkan.",4 bintang
Jam 8 petugas blm ada yg standby di loket ruang tunggu panas sesak. Belum ada niat dalam melayani.,1 bintang
"kalo mau urusan cepat selesai datangnya pagi sebelum kantor buka,isi absen/cantumin nama dan mau urus apa.
nanti setelah kantor buka no antrian diambil dari absen itu.",3 bintang
"E ktp saya ga kelar hampir 3 thn. Tahun lalu kembali ke kecamatan, resi diminta karena data problem. Bolak balik ke kecamatan ke kelurahan ke dukcapil. Kenapa masalah ini ga kelar2. Kenapa tidak bisa melayani informasi by phone untuk …",1 bintang
"GAK PROFESIONAL !! BLANKO KOSONG BLANKO KOSONG.
DINAS PALING BOBROK",1 bintang
Ini tempat kacau sekacau kacaunya pelayanannya,1 bintang
"Pelayanan yg payah,mau rubah foto saja menunggu berbulan bulan giliran sdh dapat tgl dan hari nya harus nunggu berjam jam padahal sdh datang awal",1 bintang
"Untuk sodara2 yg punya pertanyaan, keluhan, jangan bertanya di sini, karna kalau bertanya di sini (Google Maps) tidak akan ada Staff DisDukCaPil yg menjawab, melainkan yg menjawab yaitu orang2 yg sudah pernah mengalami keluhan Anda. Dan …",5 bintang
Sungguh ironis pelayanan publik yg arogan dan saya anggap sangat terlalu. Tidak mencerminkan budaya Indonesia hampir semua petugas sombongnya nauzubilah. Terkadang kasihan banyak Lansia yg bertanya aja seperti tidak berharga. Nyeri hati serta pilunya pelayanan minus ahlak.,1 bintang
"Petugas nya kurang ajar gak ada ramah2nya gk ada sopan2nya. Kalo di tanya, jawab gak enak seadanya aja. Di bagian loket lain ny gak ada no antrian, kacau se enak nya aja. Kalo gak kepepet males berurusan sama kantor yg satu ini. Bikin emosi!",1 bintang
"Parah,,,,saya dah berangkat pagi pk.06.00 dr rmh,,,sampe di kantor sudin nya jam 07.30.yg parahnya lg,kt costumer service nya,no antrian hbs.mlh saya disrh balik lg bsknya.bsk nya lg saya kesitu dg jam berangkat yg sama,smp disitu msh tetap …",1 bintang
"Kemaren ngurus ktp yang hilang. Kalau ingin cepat dapat no antrian,  datang pagi jam 7. Kalau dapat antrian c75, jam 3an baru dapat panggilan. Akhirnya ktp jadi (sampai d tangan) sekitar 40hari.",5 bintang
"Para petugas BPJS lebih sabar lagi yah. Banyak konsumen yg datang tiap harinya, tidak membaca tata cara dan selalu harus bertanya. Memang malu bertanya sesat di jalan, tp toh Yaa ngantri... Yaa sabar.. dibaca dulu aturan mainnya, jangan bentar2 nanya trus marah2 karena belom dipanggil. Ssssssaaaabbbbbbaaaaarrrrrrrrr............",4 bintang
"Bikin KK & pecah KK dan mau aktivasi NIK yg ga aktif mulai dari kelurahan, kecamatan sampe capil beda kebijakan dan persyaratan yg kita jadi bolak balik yg jaraknya hampir 20km. Parah...",1 bintang
"Petugas kurang profesional, hanya beberapa yang bersikap ramah, tapi kebanyakan melayani tanpa senyum. Sistem kerjanya masih perlu banyak dibenahi. Jika anda pernah mengunjungi kantor BPJS Ketenagakerjaan atau Kesehatan yang lokasinya masih …",1 bintang
"Inginku berkata kasar! Kalo bisa kasih rate 0 udah kasih seribu 0 deh. 0 buat kependudukan dan pencatatan sipilnya. Petugasnya lelet dan ga teliti.
1. Bikin KK pindah alamat baru, formulir udah jelas alamat baru prosesnya sebulan lebih …",1 bintang
Belom coba baru maoncoba nanti sy kasih review,4 bintang
"Kenapa pembuatan KTP-EL yang masih memakan waktu hingga berbulan bulan?
Inikah yang dinamakan kota berkembang?
Dengan segala pelayanan yang sangat kurang memuaskan?",1 bintang
"awal masuk sekurity udah tidak ramah sekali, pemberitahuan no antrian tidak ada.pas jam 8 mau ambil surat pindah katanya belum bisa, di cek di lt 4 sama anak PkL ternyata ada, akan tetapi suruh tunggu habis makan siang.saya saya orang kerja.dinas pemerintahan seenaknya saja.",1 bintang
"Kapan mau dibuat sistem serba online ya? agar tidak perlu antri lama, tidak bertemu petugas yg ketus, tidak ada pungli, hemat biaya dan waktu. Hanya bisa berdoa untuk kota tangerang yang lebih baik",1 bintang
"Mau ambil KTP ternyata kec kelapa dua hanya HR Kamis pelayanannya 😒
Kata cs nya sudah bisa di cetak KTP saya
Lho kok blm di cetak...?
Udah 1th LBH
Anda beruntung krna saya bukan pimpinan anda",1 bintang
Mengecewakan,1 bintang
Petugas nya kebanyakan telat,1 bintang
sangat kecewa dengan proses kerja nya org2 disini. Sy bikin akta lahir anak saya memakan waktu hingga 4 bulan. Waktu itu masukin berkas bulan agustus akhir. Bulan oktober baru jadi dan salah penulisannya. Seharusnya anak ke-3 tapi tertulis …,1 bintang
Untuk pelayanan Disdukcapil Tangerang sudah resmi pindah ke Puspem (belakang kantor pajak).,4 bintang
Sepertinya bapak walikota atau gubernur skali-kali sidak liat keadaan di tkp.,1 bintang
"sebagian baek petugasnya, sebagian lagi tengil...
pastikan semua surat asli dibawa, karena salah sedikit aja disuruh pulang...
kalau bawa surat asli, bisa menggantikan syarat legalisir yg mereka minta",3 bintang
sulit dimengerti birokrasi di negri ini,1 bintang
"e-ktp lama banget belum jadi, bikin Surat Keterangan pengganti KTP dan Kartu Keluarga salah terus tanggal lahirnya (gaktau salah kecamatan atau disini)
pengalaman pelayanan cukup ramah dan cepat. hanya saja waktu itu sistem eror jadi dirujuk ke kecamatan",4 bintang
Pelayanan sangat buruk,1 bintang
Pelayanannya cukup baik...,5 bintang
"Dapet bantuan dari para pak satpam jadi sedikit terbantu 😊 buat yg mau kesini, ambil nomer antrian sblm jam 11 siang. Lewat jam 11, nomer antrian udh ditutup. Dan kalo nmr antriannya kelewat, harus ambil nmr antrian lg. Kalo nmr antrian udah ga bs diambil lagi, harus nunggu agak sore stlh jumlah nmr atrian abis 😁",3 bintang
"dihubungi ga pernah bisa, customer care ditanya juga katanya database lagi eror, jadi ga bisa kasi info apa2.. gabut dong itu.. ga ada backup data ato gimana?? pemerintah kerja buat masyarakat ato kebalikannya? mengesalkan. info simpang siur.",1 bintang
"Di google jam 9AM baru buka. Td disana katanya jam 9AM nomir antrian udah abis. Padahal udh jauh jauh datwng kesitu. Tolong dong pemimpin pemerintahan bawahannya bener bener diawasin. Sistemnya dibenerin. Masa cuma mau nyabut NIK aja mesti segitunya. Antrianya dicampur sm yg mau biki KTP, KK, akte dll.",1 bintang
"Pelayanan macam apa ini jam 9 masih pada belum datang kerja .  Legalisir ktp sampe 2 jam cuma gara gara yang menandatangani belum dateng
Tiap sebulan sekali harus ada kunjungan kerja disini nih biar tau kerjanya gimana",1 bintang
"Pelayanan sangat kurang memuaskan , Ditanya ga ada kepastian . Lol",1 bintang
Security nya tidak ramah tidak sopan,1 bintang
"pelayanan amat sangat buruk,, stafnya gk ad ramah2nya,, mlah bikin emosi..cuma d suruh nunggu2 tp gk ad pnjelasan.. bkanya ngejelasin gmn2nya mlah jwbnya ketus bgt.. klo gk bisa nglayanin masyarakat mnding gk usah krja d catatan sipil",1 bintang
"Kalo jam istirahat buka gak ya? Pak, mau tanya. Kalo bikin surat pindah sampe berapa hari ya? Trus, langsung ganti KK baru apa proses lagi untuk KK nya?",5 bintang
"Saya mau tanya, apakah akta nikah yang diterbitkan dari daerah lain bisa diperbaiki di tangerang? Mengingat yang bersangkutan sudah tinggal di daerah tangerang (KTP&KK Tangerang)? Jadi maksudnya, akta nikahnya diperbaiki di wilayah tempat tinggal saja (sesuai KTP&KK) untuk menghemat waktu. Mohon penjelasannya. Terimakasih",1 bintang
Ngantri nya lumayan lama,2 bintang
"Pelayanan sangat buruk...Dari Bulan januari sya bikin ktp tp belum jadi sampe sekarng..udah hampir setaun belum jadi""..
mana Uang dendanya udah dibayar 200rb..
Kmna aja pengurusnya ..tolong dong yg kenal wali kota sama gubernurnya tolong di sidak pegawai"" nya",1 bintang
Bikin AKTE KELAHIRAN bayi umur sebulan tanpa harus surat pengantar RT/KELURAHAN !! Isi formulir bawa berkas yang diperlukan..,4 bintang
Antrian nya panjang,5 bintang
"FYI..buat yang mau ngurus surat pindah dari tangerang ke kota lain..harus dateng pagi2..karena ternyata antrian dibatasi sampai jam 11 pagi (ga tercatat di web) Dan prosesnya seminggu yaa bukan 2 hari kaya yg tertulis di web,,daaaann gausah …",1 bintang
"Saya bingung bentuk pemerintahan kita ini,Bikin Identitas aja dipersulit""entah blangko ga ada,ini itulah"" terkadang pengen ikut pesepak bola saya biar bisa naturalisasi dan bikin identitas di negara sebelah.. :p",1 bintang
"Pelayanan yg tdk memuaskan, ucapan yg tdk santun. Kecewa dgn pelayanan discapil kota tangerang yg tdk perfect. e-KTP sdh 5bln msh blm slesai juga dgn alasan blanko kosong. Staffnya krja apa tdr?!!
Skrg lg cm mau konfirmasi aja sdh jd apa blm,msh aja d perlambat. Tlg lah utk para staff krja yg profesional, layani warga dgn santun.",1 bintang
"Pelayanan terburuk!! Mau bikin akte kelahiran anak saya padahal semua berkas sudah lengkap masih aja di persulit!! Apa karena gratis?? Saya rela bayar sesuai tarif asal semua pengurusannya jelas terkondisikan,.. Kepada bapak walikota …",1 bintang
gembel yahh sumpah...saya emosi...tangerang gak beres apa yah..masyarakat udh di suruh nunggu lama pas jadi data salah...padahal sudah saya berikan data pendukung...apa sih kerja kalian tuh...emang yg punya waktu kalian doank...saya juga pekerja tolong lah kerjanya hati2 dan yg becus!!!!,1 bintang
Petugasnya dari mulai security sampai yang membuat dokumen judes-judes banget.,1 bintang
Klw bikin surat pindh keluarga bknya smua syarat udh lngkap tp yg ditulis pindh hnya 1 gmn tlong di kasih tw yg bnr dunk biar jls ok,4 bintang
"Ektp lama... dr 2013 sampe 2018, harusnya sudah ganti (klo ktp yg lama), ini terbit juga belum..",1 bintang
"Antrian dibatesin 500 nomer per hari atau jam 10 pagi. Loketnya ada 10 (kalo keisi semua).
Pelayanannya sih cukup lah, tapi volume pemohonnya emang saat banyak banget jadi terkesan lambat.
Tetap berusaha ya bapak ibu...",4 bintang
"Banyak Birokrat dan staf yang bekerja disini tidak profesional., saya sudah merasakan hal tersebut. pertama pengurusan Kartu Keluarga Nama orang tua saya sudah tulis yang benar, yang dicetak malah berbeda. pelayanannya lambat., klu bisa diakasi rate saya kasi rate 0 besar.",1 bintang
Cerita nya membuat ktp pindahan punya orang tua dan adik saya udah pada jadi .punya saya blum jadi jadi udah tw itu sepaket satu keluarga ko bisa begitu ya .tolong kinerja nya lebih di tingkatkan lagi jangan cuman mondar mandir ngurusin …,1 bintang
"maaf sebelumnya bapak/ibu masalah pembuatan ktp saya sudah 4 bulan berjalan tpi belum jadi jg saya sudah difoto di kecamatan,. mohon bntuannya agar dipercepat, karna saya ada keperluan yg menggunakan ktp, trimakasih agar dimaklumi,.",1 bintang
"90 persen review buruk, ada apa dengan catatan sipil tangerang ?? pemerintahannya yang kurang sigap dan kurang blusukan anteng aja makan gaji buta haha",1 bintang
"Payah.. penambahan anggota baru di KK utk pembuatan akte prosesnya lama banget!! Udah sebulan lebih ga jadi2 juga. Cs CaPilnya blg tgl 23 maret udah (pasti) bisa diambil dikecamatan, pas dtg ke kecamatan tnyata blm jadi, alesan org …",1 bintang
"Dari bulan 11 sampai skrg e-ktp saya blm jadi juga... Tlng dong tingkatkan kinerja para staf kepengurusan e-ktp.
Mau sampai kapan akan begini trs.
Bukankah sebagai warga negara yg baik hrs memiliki ktp.",3 bintang
Tolong di perhatikan buat bapak/ibu yang bekerja di sini. Saya sangat kecewa dengan pelayananannya. Di mana KTP saya mulai pembuatan bulan april sampai saat ini belum ad kabar. Sementara dari perusahaan saya sudah di desak untuk pembuatan …,1 bintang
security.y songong kurang mmbantu,2 bintang
Saya cukup puas dengan pelayanan yang diberikan saat mengurus dokumen kependudukan. Para jajaran pejabat dan staf bersikap sangat ramah dan penuh kesabaran dalam melayani. Semoga kondisi ini dpt terus ditingkatkan...terima kasih atas pelayanannya.,4 bintang
Petugasnya yang pintu masuk ambil antrian kurang ramah angkuh,1 bintang
"bukan tempat layanan yg sempurna, tapi selalu berbenah untuk lebih baik",5 bintang
"Saya mau tanya..
Saya sudah menarik berkas pindah ke tangerang, apa ada batas waktu untuk penyerahan berkas ke tangerang, soalnya orang tua saya telat mau mengirimkan suratnya, lamanya sudah 34 hari dari penarikan berkas.. Tolong kasih info ya?? Terima kasih",4 bintang
"Untuk legalisir ktp/kk/akte kelahiran prosesnya cepat, diusahakan datang lebih awal di pagi hari",4 bintang
Baik n bersih + pelayanan cepat,5 bintang
Sulitnya mencari informasi tentang kependudukan di disdukcapil tangerang.,1 bintang
Oke,5 bintang
"Keluarga mertua sy sdh.lbh.dr 2 thn yg lalu foto untuk KTP elektrik, mengapa sampai sekarang tidak ada hasilnya? Apa harus  dilakukan..?",3 bintang
"Harus dibuat sistem online. Beneran deh.
Satpam yg sangat tidak sopan juga👎🏻",2 bintang
Luar biasa eKTP hampir 3 tahun desember nanti belum jadi juga. Pelayanannya buruk.,1 bintang
Posisinya ada di Lantai 2 Gedung Cisadane. Pelayanannya Gratis sudah satu Pintu dan tidak dipersulit. Tolong dipertahankan. Terima kasih,4 bintang
seru.... rame....menggemaskan...😁,5 bintang
"waduh gimana ini, applikasi pembuatan akta anak saya sudah 6 bulan sampai sekarang belum jadi. kok bisa gini?",1 bintang
Payah Tangsel mu urus kk ja lama surat pindah dah2 kali 4 th gak jadi jadi,1 bintang
Beri saya jawaban,5 bintang
Pelayanan buruk....lempar sana lempar sini. Jem setengah dua siang aj msh pada istirahat,1 bintang
ktp elektronik saya dari bulan agustus 2015 ga keluar juga parah suruh bikin doang tapi ga selesai selesai. pelayanan buruk.,1 bintang
Sedih kalo di ceritain mah...😅😅,1 bintang
"Nomor antrian dibuka jam setengah 8 pagi.
Datang jam 10 sudah habis",4 bintang
"Pelayanan parah
Petugas nya kabur kaburan terus.tidak ada ramah sama sekali",1 bintang
"Biar bintang yang bicara,,,
Sistem antrian kacau balau",1 bintang
Tolong security diajarkan attitude yang baik!,1 bintang
Pelayanan.a lama n petugas.a  klo mnurut saya buang waktu n dua kali kerja.,1 bintang
"Tolong untuk pelayanannya di perbaiki lagi, Kasihan yang nunggu sampe berjam2. Untuk security lebih ramah lagi.",2 bintang
Reviewnya ga ada yg bagus.. jadi males kecatatan sipil..,1 bintang
Sangat buruk,1 bintang
Aku telp ga diangkat2... padahal katanya tutup jam 17:00,1 bintang
"Akte kelahiran anak ku satu tahun lebih bru jdi, lambatt",1 bintang
"Sy baru mo cari alamatnya,kalo dr cipulir naik apa ya angkotnya",4 bintang
Di tlp ampe budek ga ada yg angkat,1 bintang
urusan 2 catatan sipil begini pasti menguras tenaga dan emosi,5 bintang
"Bikin e-ktp disini,lumayan buat nyumbang pemasukan koruptor",2 bintang
Pelayanan kurang bersahabat,1 bintang
Mantab,5 bintang
nomor antrian dibatasi kuota,1 bintang
Layanannya kurang bagus. Ini pemerintahan bagaimana si kerjanya. Kecewa,1 bintang
Pelayanan yang buruk!!!!!!!!!,1 bintang
ini aku baru saja mau mengurus akte kelahiran,3 bintang
ini lokasi nya sebelah mana ya ... bis atambahkan maps disni,1 bintang
saya tlp ke capil tangerang kq gak di angkat2 ya,1 bintang
Ok mantap,5 bintang
pelayanan prima,5 bintang
"Kurang profesional...
Harus Beralih ke sistem online",2 bintang
Pelayanan sangat buruk,1 bintang
PELAYANAN NGGAK BERMUTU !!!!!!,1 bintang
"Sudah pindah ke
Jl. Perintis Kemerdekaan II No.2, RT.7/RW.3, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118",3 bintang
"Namanya juga TANGERANG, birokrasinya ribet.",3 bintang
Kalau ke sini harus pagi2 banget...,2 bintang
Tolong dibuat pelayanan online,4 bintang
"Q udah 2 x pp mau urus skck nol besar,,habis di ongkos,,sulit,,,,,",3 bintang
Kinerja nya pada gak becus,1 bintang
bagaimana nasib E-KTP saya ????,1 bintang
Pelayanan bagus mohon untuk di tingkat kan lagi,4 bintang
sistem antrian tidak jelas. banyak serobot serobota n,1 bintang
Lumayan,3 bintang
Pelayanan pegawainya sangat buruk,1 bintang
Pelayanan buruk lahh,1 bintang
Sangat memuaskan. Mudah mudahan berkelanjutan,5 bintang
Ada yg tau kantor dinas kpendudukan,4 bintang
TIDAK PROFESIONAL PERLU DIGANTI SDM NYA,1 bintang
"Lelet, ribet",1 bintang
Ribet urusannyah,5 bintang
Sabtu gak ada pelayanan ya? Hadeh..,3 bintang
KTP harus selama apa nunggu nya ??,1 bintang
Alhamdulilah ketemu jg dinas catatan sipil,5 bintang
Nomor telepon tidak bisa dihubungi. 20 April 2015.,2 bintang
Berteman,5 bintang
Aplikasi ini benar-benar bagus,5 bintang
"(Diterjemahkan oleh Google) Manajemennya rumit2. Untuk akta nikah, jangan lupa untuk kembali 8x ketika semua surat sudah lengkap.
(Asli)
Parahh pengurusan berbelit2. Utk akta nikah aja sy hrs datang 8x bolak balik padahal semua surat2 sdh lengkap.",1 bintang
"(Diterjemahkan oleh Google) Parahlah
(Asli)
Parahlah",1 bintang
"No smile, but helpfull
(Diterjemahkan oleh Google)
Tidak tersenyum, tetapi membantu",4 bintang
"(Diterjemahkan oleh Google) Panggilan dapat dihubungi, tampaknya kurang informatif mengingat jenis penelepon.
(Asli)
Telpon bisa dihubungi, mbaknya kurang informatif ditanya masalah jenis pelayana.",3 bintang
"(Diterjemahkan oleh Google) Mereka yang berwajah masam
(Asli)
Mereka yang bermuka masam",1 bintang
"Mmm...
(Diterjemahkan oleh Google)
Mmm ...",2 bintang
"up
(Diterjemahkan oleh Google)
naik",4 bintang
"(Diterjemahkan oleh Google) Iya
(Asli)
Ya",5 bintang
"Bad
(Diterjemahkan oleh Google)
Buruk",3 bintang
"(Diterjemahkan oleh Google) Persis
(Asli)
Akurat",5 bintang
"(Diterjemahkan oleh Google) Manajemen baru kk sangat lambat.
(Asli)
Pengurusan kk baru sangat2 lambat.",1 bintang
,2 bintang
,5 bintang
,1 bintang
,1 bintang
,4 bintang
,5 bintang
,1 bintang
,3 bintang
,5 bintang
,5 bintang
,3 bintang
,1 bintang
,1 bintang
,2 bintang
,1 bintang
,1 bintang
,3 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,2 bintang
,5 bintang
,5 bintang
,3 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,2 bintang
,1 bintang
,1 bintang
,1 bintang
,4 bintang
,5 bintang
,1 bintang
,1 bintang
,5 bintang
,1 bintang
,2 bintang
,3 bintang
,1 bintang
,5 bintang
,3 bintang
,1 bintang
,1 bintang
,5 bintang
,3 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,5 bintang
,4 bintang
,2 bintang
,1 bintang
,1 bintang
,5 bintang
,4 bintang
,4 bintang
,5 bintang
,1 bintang
,3 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,1 bintang
,5 bintang
,1 bintang
